Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
407,Birger Meling,no NOR,DF,Rennes,26,1994,20.3,43,27,25,11,7,23,31,74.2,8,23,7,16,22,65,40,0
408,Houboulang Mendes,fr FRA,DF,Lorient,23,1998,35.8,58,28,37,18,3,40,57,70.2,17,41,21,20,41,99,128,4
409,Nuno Mendes,pt POR,DF,Paris S-G,19,2002,18.4,48,29,23,18,7,25,47,53.2,22,27,5,22,21,69,17,1
410,Pedro Mendes,pt POR,DF,Montpellier,30,1990,0.2,1,1,1,0,0,0,0,,0,1,1,0,0,1,2,0
411,Thiago Mendes,br BRA,MFDF,Lyon,29,1992,20.7,36,22,18,16,2,12,30,40,18,24,5,19,34,70,56,1
412,Arial Mendy,sn SEN,DFFW,Clermont Foot,26,1994,8.8,6,4,4,2,0,2,11,18.2,9,6,1,5,7,13,17,0
413,Batista Mendy,fr FRA,MFDF,Angers,21,2000,26.8,49,28,21,22,6,23,45,51.1,22,37,6,31,34,83,40,0
414,Gideon Mensah,gh GHA,DF,Bordeaux,23,1998,13.4,37,24,19,12,6,18,38,47.4,20,11,2,9,16,53,21,0
415,Quentin Merlin,fr FRA,DFMF,Nantes,19,2002,21.4,45,28,19,20,6,26,49,53.1,23,25,4,21,27,72,29,2
416,Lionel Messi,ar ARG,FWMF,Paris S-G,34,1987,23.9,10,3,1,5,4,3,13,23.1,10,5,0,5,4,14,0,0
417,Mexer,mz MOZ,DF,Bordeaux,32,1988,13.6,14,10,11,3,0,11,17,64.7,6,12,7,5,21,35,60,2
418,Edouard Michut,fr FRA,MF,Paris S-G,18,2003,0.8,0,0,0,0,0,0,2,0,2,2,0,2,1,1,2,0
419,Georges Mikautadze,ge GEO,FW,Metz,20,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
420,William Mikelbrencis,fr FRA,DF,Metz,17,2004,6.8,11,5,6,4,1,6,9,66.7,3,6,3,3,5,16,9,0
421,Arkadiusz Milik,pl POL,FW,Marseille,27,1994,15.7,9,2,0,5,4,4,18,22.2,14,9,1,8,3,12,10,1
422,Terem Moffi,ng NGA,FW,Lorient,22,1999,30.1,17,10,3,12,2,9,32,28.1,23,11,2,9,4,21,22,0
423,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,19,2001,1.4,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
424,Florent Mollet,fr FRA,FWMF,Montpellier,29,1991,29.2,31,22,14,12,5,14,57,24.6,43,27,4,23,24,55,13,0
425,Thomas Monconduit,fr FRA,MF,Lorient,30,1991,25,41,25,19,17,5,20,57,35.1,37,21,10,11,22,63,51,1
426,Jérémy Morel,mg MAD,DF,Lorient,37,1984,6.7,13,9,8,4,1,6,6,100,0,9,7,2,7,20,31,0
427,Lebo Mothiba,za RSA,FWMF,Troyes,25,1996,5.8,8,4,4,3,1,2,5,40,3,3,0,3,2,10,0,0
428,Lebo Mothiba,za RSA,FW,Strasbourg,25,1996,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
429,Baptiste Mouazan,fr FRA,MF,Lorient,19,2001,1.1,4,3,2,2,0,1,3,33.3,2,3,0,3,1,5,1,0
430,Aimen Moueffek,fr FRA,MF,Saint-Étienne,20,2001,4.8,7,4,2,3,2,2,8,25,6,3,0,3,2,9,4,0
431,Harold Moukoudi,cm CMR,DF,Saint-Étienne,23,1997,18.5,25,12,17,8,0,14,25,56,11,27,14,13,35,60,48,0
432,Jessy Moulin,fr FRA,GK,Troyes,35,1986,7,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0
433,Steve Mounié,bj BEN,FW,Brest,26,1994,25.7,17,6,3,12,2,4,27,14.8,23,13,1,12,6,23,12,0
434,Samuel Moutoussamy,cd COD,MF,Nantes,24,1996,16.8,48,32,20,20,8,23,62,37.1,39,14,2,12,17,65,16,0
435,Marshall Munetsi,zw ZIM,MFDF,Reims,25,1996,20.9,34,17,21,11,2,17,39,43.6,22,39,13,26,43,77,72,2
436,Junior Mwanga,fr FRA,DF,Bordeaux,18,2003,1,5,2,4,1,0,3,3,100,0,1,0,1,0,5,1,0
437,Kévin N'Doram,fr FRA,MF,Metz,25,1996,13.7,10,8,3,5,2,3,20,15,17,24,5,19,19,29,21,0
438,Eric N'Jo,fr FRA,DF,Troyes,17,2004,1.1,0,0,0,0,0,0,1,0,1,1,1,0,2,2,1,0
439,Vital N'Simba,cd COD,DF,Clermont Foot,28,1993,31,66,45,38,23,5,36,63,57.1,27,28,7,21,29,95,30,0
440,Mickael Nade,fr FRA,DF,Saint-Étienne,22,1999,28.5,57,35,37,18,2,23,38,60.5,15,29,15,14,60,117,84,0
441,Paul Nardi,fr FRA,GK,Lorient,27,1994,22,1,0,1,0,0,1,2,50,1,0,0,0,0,1,10,2
442,Keylor Navas,cr CRC,GK,Paris S-G,34,1986,20.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1
443,Papa Ndiaga Yade,sn SEN,DFFW,Metz,21,2000,7.7,15,10,8,7,0,8,18,44.4,10,4,1,3,10,25,9,0
444,Tanguy Ndombele,fr FRA,MF,Lyon,24,1996,7.8,25,14,5,17,3,12,19,63.2,7,8,3,5,3,28,6,2
445,Dan Ndoye,ch SUI,FWMF,Nice,20,2000,2.3,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,0
446,Neymar,br BRA,FWMF,Paris S-G,29,1992,20.6,29,19,5,12,12,12,36,33.3,24,9,1,8,4,33,2,1
447,Yvan Neyou,cm CMR,MF,Saint-Étienne,24,1997,10.4,29,13,14,12,3,9,27,33.3,18,8,3,5,23,52,13,0
448,Opa Nguette,sn SEN,FWMF,Metz,27,1994,11.6,21,14,9,6,6,5,14,35.7,9,13,3,10,2,23,9,0
449,Sikou Niakaté,fr FRA,DF,Metz,22,1999,7.3,8,7,8,0,0,4,11,36.4,7,5,3,2,27,35,34,0
450,Ibrahima Niane,sn SEN,FW,Metz,22,1999,17.6,1,1,0,1,0,0,5,0,5,6,1,5,3,4,16,0
451,M'Baye Niang,sn SEN,FW,Bordeaux,26,1994,8.6,4,0,0,2,2,0,4,0,4,9,1,8,1,5,4,0
452,Cheikh Niasse,sn SEN,FWMF,Lille,21,2000,0.5,2,2,0,2,0,2,3,66.7,1,1,1,0,1,3,2,0
453,Casimir Ninga,td CHA,FW,Angers,28,1993,4.5,5,1,1,4,0,2,5,40,3,2,0,2,1,6,0,0
454,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,23,1998,20.8,21,11,8,8,5,8,22,36.4,14,19,0,19,6,27,8,0
455,Alexander Nübel,de GER,GK,Monaco,24,1996,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,1
456,Gerzino Nyamsi,fr FRA,DF,Strasbourg,24,1997,33.2,35,21,24,9,2,20,27,74.1,7,25,16,9,25,60,90,1
457,Florent Ogier,fr FRA,DF,Clermont Foot,32,1989,27,31,17,18,12,1,17,31,54.8,14,41,27,14,37,68,89,0
458,Warmed Omari,fr FRA,DF,Rennes,21,2000,31.1,33,17,22,10,1,15,23,65.2,8,20,13,7,31,64,94,5
459,Jonas Omlin,ch SUI,GK,Montpellier,27,1994,28.7,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,12,3
460,Amadou Onana,be BEL,MF,Lille,19,2001,15.1,48,31,17,27,4,18,25,72,7,10,3,7,30,78,19,0
461,Jean Onana,cm CMR,MF,Bordeaux,21,2000,20.4,70,49,33,33,4,35,86,40.7,51,37,5,32,36,106,23,1
462,Otávio,br BRA,MF,Bordeaux,27,1994,12.7,36,23,13,21,2,16,39,41,23,9,3,6,18,54,11,0
463,Dango Ouattara,bf BFA,MFFW,Lorient,19,2002,9,21,15,9,11,1,11,23,47.8,12,10,1,9,14,35,15,1
464,Remi Oudin,fr FRA,MFFW,Bordeaux,24,1996,19.3,34,18,19,13,2,18,32,56.3,14,14,3,11,27,61,21,0
465,Alexandre Oukidja,dz ALG,GK,Metz,33,1988,20.8,0,0,0,0,0,0,1,0,1,1,0,1,1,1,17,2
466,Azzedine Ounahi,ma MAR,MF,Angers,21,2000,18.1,39,22,16,22,1,11,40,27.5,29,19,1,18,26,65,13,0
467,Ambroise Oyongo,cm CMR,DF,Montpellier,30,1991,7.3,13,4,7,4,2,9,15,60,6,5,1,4,6,19,17,0
468,Vincent Pajot,fr FRA,MF,Metz,30,1990,25.7,86,56,35,47,4,20,46,43.5,26,33,6,27,51,137,38,0
469,Nicolas Pallois,fr FRA,DF,Nantes,33,1987,27.2,51,33,40,11,0,34,59,57.6,25,40,19,21,53,104,116,1
470,Erik Palmer-Brown,us USA,DF,Troyes,24,1997,19.3,37,22,29,8,0,20,26,76.9,6,26,18,8,34,71,87,1
471,Emerson Palmieri,it ITA,DF,Lyon,26,1994,25.2,46,25,16,22,8,22,34,64.7,12,23,8,15,27,73,66,0
472,Lucas Paquetá,br BRA,MFFW,Lyon,23,1997,30,68,38,24,26,18,17,51,33.3,34,43,5,38,9,77,22,0
473,Rubén Pardo,es ESP,MF,Bordeaux,28,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
474,Leandro Paredes,ar ARG,MF,Paris S-G,27,1994,9.3,23,13,9,11,3,12,24,50,12,10,6,4,10,33,5,2
475,Strahinja Pavlović,rs SRB,DF,Monaco,20,2001,5,23,16,8,13,2,8,12,66.7,4,5,3,2,9,32,15,0
476,Dimitri Payet,fr FRA,FWMF,Marseille,34,1987,28.8,16,8,4,10,2,7,31,22.6,24,9,0,9,9,25,3,0
477,Timothee Pembele,fr FRA,DF,Bordeaux,18,2002,15.7,20,8,8,10,2,10,29,34.5,19,12,3,9,16,36,24,0
478,Brayann Pereira,fr FRA,DFMF,Lens,18,2003,0.2,1,1,1,0,0,1,1,100,0,0,0,0,0,1,1,0
479,Danilo Pereira,pt POR,MF,Paris S-G,29,1991,22.6,33,17,10,20,3,14,28,50,14,19,10,9,37,70,29,1
480,Mathias Pereira Lage,pt POR,DF,Angers,24,1996,11.6,21,7,10,7,4,8,30,26.7,22,18,7,11,21,42,22,0
481,Luan Peres Petroni,br BRA,DF,Marseille,27,1994,29.8,65,35,33,25,7,36,52,69.2,16,26,12,14,43,108,64,1
482,Lucas Perrin,fr FRA,DF,Strasbourg,22,1998,27.8,43,32,24,17,2,26,45,57.8,19,28,11,17,42,85,67,0
483,Danijel Petković,me MNE,GK,Angers,28,1993,15,0,0,0,0,0,0,1,0,1,0,0,0,1,1,9,5
484,Léo Pétrot,fr FRA,DF,Lorient,24,1997,20.2,31,17,23,8,0,21,29,72.4,8,33,17,16,22,53,86,0
485,Romain Philippoteaux,fr FRA,MF,Brest,33,1988,0.3,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
486,Jérôme Phojo,fr FRA,DF,Clermont Foot,28,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
487,Jérémy Pied,fr FRA,DFFW,Lille,32,1989,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
488,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,23,1998,28.3,79,45,52,21,6,42,73,57.5,31,22,7,15,48,127,74,0
489,Julian Pollersbeck,de GER,GK,Lyon,26,1994,4.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
490,Gaëtan Poussin,fr FRA,GK,Bordeaux,22,1999,13,1,1,1,0,0,1,1,100,0,0,0,0,0,1,15,1
491,Sanjin Prcić,ba BIH,MF,Strasbourg,27,1993,24.3,47,28,14,27,6,14,29,48.3,15,18,3,15,47,94,19,0
492,Nicolas de Préville,fr FRA,FWMF,Metz,30,1991,21.9,17,8,7,8,2,3,19,15.8,16,12,4,8,5,22,11,0
493,Nemanja Radonjić,rs SRB,FW,Marseille,25,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
494,Rafinha,br BRA,FWMF,Paris S-G,28,1993,2.4,14,8,3,9,2,7,11,63.6,4,3,0,3,4,18,0,0
495,Predrag Rajković,rs SRB,GK,Reims,25,1995,38,2,2,2,0,0,2,3,66.7,1,1,0,1,1,3,21,1
496,Adil Rami,fr FRA,DF,Troyes,35,1985,13,10,9,6,4,0,7,8,87.5,1,17,9,8,16,26,43,0
497,Sergio Ramos,es ESP,DF,Paris S-G,35,1986,8.9,12,5,6,6,0,8,15,53.3,7,4,2,2,8,20,27,0
498,Elba Rashani,xk KVX,FWMF,Clermont Foot,28,1993,19.5,40,21,15,21,4,17,55,30.9,38,34,3,31,11,51,20,0
499,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,23,1998,2.2,5,3,4,1,0,4,5,80,1,2,0,2,0,5,0,1
500,Tiago Ribeiro,pt POR,FW,Monaco,19,2002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
501,Sergio Rico,es ESP,GK,Paris S-G,27,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
502,Renaud Ripart,fr FRA,MFFW,Troyes,28,1993,21,38,21,18,15,5,18,50,36,32,21,1,20,19,57,21,1
503,Mihailo Ristić,rs SRB,DF,Montpellier,25,1995,20,44,32,26,16,2,25,43,58.1,18,16,6,10,17,61,48,0
504,Maxence Rivera,fr FRA,FW,Saint-Étienne,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
505,Patrick Roberts,eng ENG,MF,Troyes,24,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
506,Stian Rode Gregersen,no NOR,DF,Bordeaux,26,1995,21.7,39,26,23,12,4,18,33,54.5,15,26,16,10,38,77,103,2
507,Gerson Rodrigues,lu LUX,FWMF,Troyes,26,1995,9.4,12,9,2,6,4,1,17,5.9,16,8,1,7,0,12,2,0
508,Valentin Rongier,fr FRA,MFDF,Marseille,26,1994,24.4,77,51,36,36,5,28,60,46.7,32,26,5,21,33,110,14,0
509,Pablo Rosario,nl NED,MF,Nice,24,1997,30.3,59,37,18,32,9,26,66,39.4,40,33,7,26,38,97,43,0
510,Roli Pereira de Sa,fr FRA,MF,Nantes,24,1996,6.4,12,4,3,5,4,3,20,15,17,6,0,6,6,18,3,0
511,Mathys Saban,fr FRA,FWMF,Saint-Étienne,19,2002,0.8,4,2,2,2,0,1,1,100,0,1,0,1,0,4,0,0
512,Falaye Sacko,ml MLI,DF,Saint-Étienne,26,1995,7.4,15,10,14,1,0,13,16,81.3,3,11,7,4,4,19,18,2
513,Rafiki Said Ahamada,km COM,MFFW,Brest,21,2000,1.4,4,3,1,2,1,3,4,75,1,2,0,2,0,4,0,0
514,Wesley Saïd,fr FRA,FWMF,Lens,26,1995,7.3,10,5,1,8,1,1,9,11.1,8,4,0,4,2,12,0,0
515,Mamadou Sakho,fr FRA,DF,Montpellier,31,1990,28.6,34,22,26,8,0,16,26,61.5,10,41,34,7,41,75,134,4
516,Bakary Sako,ml MLI,FWMF,Saint-Étienne,33,1988,1.7,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0
517,William Saliba,fr FRA,DF,Marseille,20,2001,36,54,32,36,16,2,27,35,77.1,8,24,16,8,48,102,85,0
518,Romain Salin,fr FRA,GK,Rennes,37,1984,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
519,Yoann Salmier,gf GUF,DF,Troyes,28,1992,29.6,58,33,44,11,3,26,34,76.5,8,30,14,16,40,98,94,0
520,Mama Samba Baldé,gw GNB,MFFW,Troyes,25,1995,19.1,40,28,16,14,10,8,26,30.8,18,32,1,31,5,45,9,0
521,Junior Sambia,fr FRA,DFFW,Montpellier,24,1996,17,22,13,12,7,3,13,22,59.1,9,22,3,19,21,43,31,0
522,Renato Sanches,pt POR,MFFW,Lille,23,1997,18.3,19,7,8,10,1,9,26,34.6,17,14,3,11,14,33,7,0
523,Philippe Sandler,nl NED,DF,Troyes,24,1997,0.8,0,0,0,0,0,0,0,,0,1,1,0,3,3,6,0
524,Baptiste Santamaria,fr FRA,MFDF,Rennes,26,1995,28,52,27,15,31,6,24,44,54.5,20,33,12,21,33,85,42,0
525,Pablo Sarabia,es ESP,FW,Paris S-G,29,1992,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
526,Martin Satriano,uy URU,FW,Brest,20,2001,10.4,5,2,1,1,3,2,7,28.6,5,8,0,8,2,7,3,0
527,Téji Savanier,fr FRA,MF,Montpellier,29,1991,26.8,46,27,18,19,9,21,59,35.6,38,23,1,22,25,71,12,1
528,Morgan Schneiderlin,fr FRA,MF,Nice,31,1989,7.2,21,12,9,11,1,6,13,46.2,7,8,2,6,20,41,18,0
529,Alidu Seidu,gh GHA,DF,Clermont Foot,21,2000,15.7,34,20,20,13,1,16,27,59.3,11,25,11,14,34,68,49,1
530,Matz Sels,be BEL,GK,Strasbourg,29,1992,37,1,1,1,0,0,0,0,,0,0,0,0,1,2,22,0
531,Xherdan Shaqiri,ch SUI,FWMF,Lyon,29,1991,7.5,7,3,0,5,2,2,10,20,8,2,0,2,2,9,2,0
532,Mahame Siby,ml MLI,DF,Strasbourg,25,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
533,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,25,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
534,Djibril Sidibé,fr FRA,DF,Monaco,29,1992,10.5,24,13,13,8,3,9,24,37.5,15,10,1,9,16,40,13,0
535,Kaj Sierhuis,nl NED,FW,Reims,23,1998,0.9,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
536,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,24,1997,29.6,53,30,31,18,4,28,59,47.5,31,30,6,24,27,80,37,3
537,Gabriel Silva,br BRA,DFMF,Saint-Étienne,30,1991,7.9,12,7,7,2,3,9,13,69.2,4,9,3,6,18,30,13,0
538,Moses Simon,ng NGA,FWMF,Nantes,26,1995,25.9,17,11,6,5,6,11,23,47.8,12,14,3,11,12,29,5,0
539,Xavi Simons,nl NED,MFFW,Paris S-G,18,2003,1.5,1,1,0,1,0,1,2,50,1,3,0,3,0,1,0,0
540,Issouf Sissokho,ml MLI,MF,Bordeaux,19,2002,4.8,17,8,2,13,2,8,17,47.1,9,8,1,7,7,24,0,0
541,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,23,1997,25.6,47,23,18,20,9,19,46,41.3,27,32,11,21,35,82,31,0
542,Nelson Sissoko,fr FRA,DF,Saint-Étienne,24,1997,0.5,2,0,2,0,0,1,1,100,0,0,0,0,0,2,2,0
543,Sambou Sissoko,fr FRA,MFDF,Reims,22,1999,2,12,6,6,4,2,6,8,75,2,2,0,2,2,14,7,0
544,Islam Slimani,dz ALG,FW,Lyon,33,1988,6.4,3,2,0,1,2,1,6,16.7,5,4,0,4,2,5,5,0
545,Florian Sotoca,fr FRA,FWMF,Lens,30,1990,27.6,31,19,7,20,4,12,51,23.5,39,31,4,27,25,56,41,0
546,Sambou Soumano,sn SEN,FWMF,Lorient,20,2001,5,4,1,1,2,1,2,2,100,0,3,0,3,1,5,7,0
547,Arnaud Souquet,fr FRA,DF,Montpellier,29,1992,25.9,56,35,30,17,9,32,65,49.2,33,21,7,14,34,90,60,1
548,Saidou Sow,gn GUI,DF,Saint-Étienne,19,2002,11,28,17,21,6,1,16,21,76.2,5,15,5,10,23,51,34,0
549,Calvin Stengs,nl NED,MF,Nice,22,1998,11.9,16,7,6,9,1,7,20,35,13,10,0,10,8,24,6,0
550,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,19,2002,11.3,23,12,7,9,7,10,17,58.8,7,10,1,9,4,27,5,0
551,Abdoulaye Sylla,gn GUI,DF,Nantes,21,2000,1.7,4,4,2,1,1,2,4,50,2,5,3,2,1,5,3,0
552,Waniss Taibi,fr FRA,MFFW,Angers,19,2002,1.5,8,7,4,4,0,2,4,50,2,0,0,0,1,9,1,0
553,Flavien Tait,fr FRA,MF,Rennes,28,1993,23.6,28,19,13,9,6,13,40,32.5,27,15,4,11,19,47,13,1
554,Florian Tardieu,fr FRA,MF,Troyes,29,1992,29.2,58,25,31,21,6,31,71,43.7,40,31,9,22,42,100,38,0
555,Oussama Targhalline,ma MAR,FW,Marseille,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
556,Loum Tchaouna,fr FRA,FWMF,Rennes,17,2003,1,3,1,1,2,0,1,5,20,4,0,0,0,2,5,0,0
557,Warren Tchimbembé,cg CGO,MF,Metz,23,1998,2.3,1,1,0,1,0,0,1,0,1,2,1,1,2,3,2,0
558,Aurélien Tchouaméni,fr FRA,MF,Monaco,21,2000,32.5,86,45,33,49,4,29,55,52.7,26,39,7,32,101,187,34,0
559,Mathys Tel,fr FRA,FWMF,Rennes,16,2005,0.6,2,1,1,1,0,0,0,,0,0,0,0,1,3,2,0
560,Jordan Tell,gp GLP,FW,Clermont Foot,24,1997,3.2,5,5,0,3,2,1,4,25,3,3,0,3,0,5,1,0
561,Martin Terrier,fr FRA,FWMF,Rennes,24,1997,30.9,55,33,22,16,17,25,43,58.1,18,29,3,26,18,73,17,0
562,Tetê,br BRA,FWMF,Lyon,21,2000,6.5,10,5,4,5,1,3,13,23.1,10,4,0,4,3,13,1,0
563,Sada Thioub,sn SEN,FW,Angers,26,1995,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
564,Sada Thioub,sn SEN,DFMF,Saint-Étienne,26,1995,10.6,13,8,5,8,0,6,14,42.9,8,9,0,9,10,23,8,0
565,Romain Thomas,fr FRA,DF,Angers,33,1988,28.5,49,37,28,21,0,30,57,52.6,27,35,19,16,44,93,126,0
566,Adrien Thomasson,fr FRA,MF,Strasbourg,27,1993,26.5,64,31,18,27,19,30,93,32.3,63,56,4,52,29,93,16,1
567,Thuler,br BRA,DF,Montpellier,22,1999,9.5,21,12,17,4,0,8,15,53.3,7,9,7,2,9,30,30,0
568,Khéphren Thuram-Ulie,fr FRA,MF,Nice,20,2001,21.1,33,19,11,18,4,17,35,48.6,18,31,11,20,28,61,19,0
569,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,22,1999,1.7,6,3,1,4,1,2,2,100,0,1,0,1,0,6,1,0
570,Jean-Clair Todibo,fr FRA,DF,Nice,21,1999,34.6,59,37,43,15,1,39,60,65,21,45,21,24,51,110,130,2
571,Karl Toko Ekambi,cm CMR,FW,Lyon,28,1992,25.5,13,7,4,6,3,4,21,19,17,26,0,26,20,33,5,0
572,Yoann Touzghar,tn TUN,FW,Troyes,34,1986,16.2,5,2,1,3,1,1,3,33.3,2,3,1,2,3,8,8,0
573,Amadou Traore,fr FRA,FW,Bordeaux,19,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
574,Boubacar Traoré,ml MLI,MF,Metz,19,2001,19.2,43,26,18,23,2,10,39,25.6,29,29,5,24,25,68,11,1
575,Charles Traore,ml MLI,DF,Nantes,29,1992,8,16,12,10,4,2,2,13,15.4,11,11,4,7,15,31,30,0
576,Hamari Traoré,ml MLI,DF,Rennes,29,1992,32.1,63,36,25,26,12,41,59,69.5,18,29,8,21,37,100,81,1
577,Ismaël Traoré,ci CIV,DF,Angers,34,1986,35.7,28,17,16,11,1,13,28,46.4,15,25,17,8,44,72,122,1
578,Miguel Trauco,pe PER,DFMF,Saint-Étienne,28,1992,12.4,25,18,16,8,1,12,22,54.5,10,13,4,9,23,48,17,0
579,Adrien Truffert,fr FRA,DF,Rennes,19,2001,18.2,29,21,17,9,3,11,24,45.8,13,25,5,20,19,48,30,0
580,Matthieu Udol,fr FRA,DF,Metz,25,1996,11.2,23,14,11,10,2,12,18,66.7,6,20,7,13,31,54,29,1
581,Ike Ugbo,ca CAN,FW,Troyes,22,1998,9,3,1,0,1,2,0,1,0,1,4,1,3,2,5,1,0
582,Chimuanya Ugochukwu,fr FRA,MF,Rennes,17,2004,4.5,13,9,5,5,3,9,19,47.4,10,7,2,5,4,17,2,0
583,Hwang Ui-jo,kr KOR,FW,Bordeaux,28,1992,27.9,10,4,4,4,2,4,13,30.8,9,9,1,8,5,15,18,0
584,Cengiz Ünder,tr TUR,FWMF,Marseille,24,1997,24.4,18,13,5,6,7,5,18,27.8,13,13,2,11,14,32,9,0
585,Jere Uronen,fi FIN,DF,Brest,27,1994,9.8,28,15,15,10,3,14,24,58.3,10,12,3,9,16,44,21,0
586,Vanderson,br BRA,FWDF,Monaco,20,2001,12.4,35,19,10,19,6,15,23,65.2,8,17,4,13,13,48,12,0
587,Jonathan Varane,fr FRA,MF,Lens,19,2001,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
588,Marco Verratti,it ITA,MF,Paris S-G,28,1992,21.5,60,40,16,30,14,32,64,50,32,36,10,26,18,78,14,2
589,Kevin Volland,de GER,MFFW,Monaco,29,1992,27.1,24,10,2,18,4,6,31,19.4,25,20,0,20,3,27,9,0
590,Timothy Weah,us USA,MFFW,Lille,21,2000,18,19,7,8,8,3,10,20,50,10,16,1,15,10,29,7,0
591,Georginio Wijnaldum,nl NED,MF,Paris S-G,30,1990,18.4,15,9,2,12,1,11,19,57.9,8,13,3,10,9,24,7,0
592,Christopher Wooh,cm CMR,DF,Lens,19,2001,11.7,29,11,20,8,1,11,18,61.1,7,21,14,7,21,50,40,1
593,Xeka,pt POR,MF,Lille,26,1994,18,47,27,18,24,5,27,56,48.2,29,23,3,20,24,71,26,1
594,Sekou Yansané,gn GUI,FW,Paris S-G,18,2003,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
595,Yusuf Yazıcı,tr TUR,MFFW,Lille,24,1997,5.7,10,5,3,6,1,1,9,11.1,8,4,0,4,2,12,1,0
596,Burak Yılmaz,tr TUR,FW,Lille,36,1985,24.6,7,2,0,2,5,2,17,11.8,15,8,1,7,2,9,11,0
597,Leny Yoro,fr FRA,MF,Lille,15,2005,0.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
598,Zaydou Youssouf,fr FRA,MF,Saint-Étienne,22,1999,17.3,48,26,21,25,2,14,34,41.2,20,11,3,8,17,65,13,0
599,Akim Zedadka,dz ALG,DF,Clermont Foot,26,1995,37.1,72,44,34,29,9,37,71,52.1,34,32,8,24,58,130,48,0
600,Arber Zeneli,xk KVX,FW,Reims,26,1995,4.5,1,0,0,0,1,1,5,20,4,0,0,0,1,2,1,0
601,Mehdi Zerkane,dz ALG,MFDF,Bordeaux,22,1999,0.9,0,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0
602,Edon Zhegrova,xk KVX,MFFW,Lille,22,1999,5.3,14,5,2,8,4,5,6,83.3,1,4,1,3,2,16,2,0
603,Banhie Zoukrou,fr FRA,DF,Troyes,18,2003,0.9,1,0,1,0,0,1,2,50,1,0,0,0,0,1,2,0
